Entity,Code,Year,Crop
Sleman,SLM,1963,0.7692
Sleman,SLM,1964,0.8654
Sleman,SLM,1965,0.9375
Sleman,SLM,1966,0.7917
Sleman,SLM,1967,0.76
Sleman,SLM,1968,0.7827
Sleman,SLM,1969,0.9
Sleman,SLM,1970,0.912
Sleman,SLM,1971,0.7776
Sleman,SLM,1972,0.7547
Sleman,SLM,1973,0.7288
Sleman,SLM,1974,0.6667
Sleman,SLM,1975,0.75
Sleman,SLM,1976,0.75
Sleman,SLM,1977,0.5833
Sleman,SLM,1978,0.6667
Sleman,SLM,1979,0.5
Sleman,SLM,1980,0.6
Sleman,SLM,1981,0.4167
Sleman,SLM,1982,0.4167
Sleman,SLM,1983,0.4583
Sleman,SLM,1984,0.4333
Sleman,SLM,1985,0.4167
Sleman,SLM,1986,0.35
Sleman,SLM,1987,0.3529
Sleman,SLM,1988,0.3
Sleman,SLM,1989,0.2358
Sleman,SLM,1990,0.2736
Sleman,SLM,1991,0.4013
Sleman,SLM,1992,0.3778
Sleman,SLM,1993,0.2627
Sleman,SLM,1994,0.2463
Sleman,SLM,1995,0.3517
Sleman,SLM,1996,0.6993
Sleman,SLM,1997,0.5959
Sleman,SLM,1998,0.7396
Sleman,SLM,1999,0.6361
Sleman,SLM,2000,0.5745
Sleman,SLM,2001,0.5754
Sleman,SLM,2002,0.6706
Sleman,SLM,2003,0.7559
Sleman,SLM,2004,0.5404
Sleman,SLM,2005,0.6736
Sleman,SLM,2006,0.4687
Sleman,SLM,2007,0.5091
Sleman,SLM,2008,0.7946
Sleman,SLM,2009,0.6614
Sleman,SLM,2010,0.72
Sleman,SLM,2011,0.7376
Sleman,SLM,2012,0.777
Sleman,SLM,2013,0.9467
Sleman,SLM,2014,1.0386
DIY,DIY,1966,2.5
DIY,DIY,1967,2.25
DIY,DIY,1968,2.5
DIY,DIY,1969,2.25
DIY,DIY,1970,2.4
DIY,DIY,1971,2.2857
DIY,DIY,1972,2.3
DIY,DIY,1973,2
DIY,DIY,1974,2.0556
DIY,DIY,1975,1.875
DIY,DIY,1976,1.8214
DIY,DIY,1977,1.6667
DIY,DIY,1978,1.75
DIY,DIY,1979,1.92
DIY,DIY,1980,1.7059
DIY,DIY,1981,1.8
DIY,DIY,1982,1.7879
DIY,DIY,1983,1.7895
DIY,DIY,1984,1.7059
DIY,DIY,1985,1.9
DIY,DIY,1986,1.9048
DIY,DIY,1987,1.92
DIY,DIY,1988,2.0357
DIY,DIY,1989,2.1429
DIY,DIY,1990,2.381
DIY,DIY,1991,1.8333
DIY,DIY,1992,1.7184
DIY,DIY,1993,1.6955
DIY,DIY,1994,1.6742
DIY,DIY,1995,1.6071
DIY,DIY,1996,1.644
DIY,DIY,1997,1.6377
DIY,DIY,1998,1.6336
DIY,DIY,1999,1.6316
DIY,DIY,2000,1.6
DIY,DIY,2001,1.6126
DIY,DIY,2002,1.5625
DIY,DIY,2003,1.5714
DIY,DIY,2004,1.5789
DIY,DIY,2005,1.5957
DIY,DIY,2006,1.625
DIY,DIY,2007,1.5998
DIY,DIY,2008,1.619
DIY,DIY,2009,1.5903
DIY,DIY,2010,1.5871
DIY,DIY,2011,1.5966
DIY,DIY,2012,1.5954
DIY,DIY,2013,1.5942
DIY,DIY,2014,1.5931
Bandung,BD,1961,1.0588
Bandung,BD,1962,1
Bandung,BD,1963,1
Bandung,BD,1964,0.6258
Bandung,BD,1965,0.7778
Bandung,BD,1966,0.8487
Bandung,BD,1967,1
Bandung,BD,1968,2
Bandung,BD,1969,1.9231
Bandung,BD,1970,1.7143
Bandung,BD,1971,2.2414
Bandung,BD,1972,2.1429
Bandung,BD,1973,1.8966
Bandung,BD,1974,2.0536
Bandung,BD,1975,1.5152
Bandung,BD,1976,1.6
Bandung,BD,1977,0.95
Bandung,BD,1978,0.75
Bandung,BD,1979,0.8
Bandung,BD,1980,0.8333
Bandung,BD,1981,0.875
Bandung,BD,1982,0.7244
Bandung,BD,1983,0.7776
Bandung,BD,1984,0.8157
Bandung,BD,1985,0.83
Bandung,BD,1986,0.7802
Bandung,BD,1987,0.7066
Bandung,BD,1988,1.0767
Bandung,BD,1989,0.9831
Bandung,BD,1990,0.9768
Bandung,BD,1991,0.9846
Bandung,BD,1992,1.2686
Bandung,BD,1993,0.8383
Bandung,BD,1994,1.2426
Bandung,BD,1995,0.8831
Bandung,BD,1996,0.8911
Bandung,BD,1997,0.9566
Bandung,BD,1998,1.4068
Bandung,BD,1999,0.6991
Bandung,BD,2000,0.753
Bandung,BD,2001,0.5267
Bandung,BD,2002,0.7128
Bandung,BD,2003,0.9075
Bandung,BD,2004,0.8451
Bandung,BD,2005,1.0938
Bandung,BD,2006,1.0666
Bandung,BD,2007,1.0211
Bandung,BD,2008,0.9613
Bandung,BD,2009,0.9831
Bandung,BD,2010,0.8174
Bandung,BD,2011,1.2271
Bandung,BD,2012,1.3679
Bandung,BD,2013,1.2273
Bandung,BD,2014,1.164
Tasikmalaya,TKM,1961,1.0588
Tasikmalaya,TKM,1962,1
Tasikmalaya,TKM,1963,1
Tasikmalaya,TKM,1964,0.6258
Tasikmalaya,TKM,1965,0.7778
Tasikmalaya,TKM,1966,0.8487
Tasikmalaya,TKM,1967,1
Tasikmalaya,TKM,1968,2
Tasikmalaya,TKM,1969,1.9231
Tasikmalaya,TKM,1970,1.7143
Tasikmalaya,TKM,1971,2.2414
Tasikmalaya,TKM,1972,2.1429
Tasikmalaya,TKM,1973,1.8966
Tasikmalaya,TKM,1974,2.0536
Tasikmalaya,TKM,1975,1.5152
Tasikmalaya,TKM,1976,1.6
Tasikmalaya,TKM,1977,0.95
Tasikmalaya,TKM,1978,0.75
Tasikmalaya,TKM,1979,0.8
Tasikmalaya,TKM,1980,0.8333
Tasikmalaya,TKM,1981,0.875
Tasikmalaya,TKM,1982,0.7244
Tasikmalaya,TKM,1983,0.7776
Tasikmalaya,TKM,1984,0.8157
Tasikmalaya,TKM,1985,0.83
Tasikmalaya,TKM,1986,0.7802
Tasikmalaya,TKM,1987,0.7066
Tasikmalaya,TKM,1988,1.0767
Tasikmalaya,TKM,1989,0.9831
Tasikmalaya,TKM,1990,0.9768
Tasikmalaya,TKM,1991,0.9846
Tasikmalaya,TKM,1992,1.2686
Tasikmalaya,TKM,1993,0.8383
Tasikmalaya,TKM,1994,1.2426
Tasikmalaya,TKM,1995,0.8831
Tasikmalaya,TKM,1996,0.8911
Tasikmalaya,TKM,1997,0.9566
Tasikmalaya,TKM,1998,1.4068
Tasikmalaya,TKM,1999,0.6991
Tasikmalaya,TKM,2000,0.753
Tasikmalaya,TKM,2001,0.5267
Tasikmalaya,TKM,2002,0.7128
Tasikmalaya,TKM,2003,0.9075
Tasikmalaya,TKM,2004,0.8451
Tasikmalaya,TKM,2005,1.0938
Tasikmalaya,TKM,2006,1.0666
Tasikmalaya,TKM,2007,1.0211
Tasikmalaya,TKM,2008,0.9613
Tasikmalaya,TKM,2009,0.9831
Tasikmalaya,TKM,2010,0.8174
Tasikmalaya,TKM,2011,1.2271
Tasikmalaya,TKM,2012,1.3679
Tasikmalaya,TKM,2013,1.2273
Tasikmalaya,TKM,2014,1.164
Majalengka,MJK,1992,3.7201
Majalengka,MJK,1993,3.7727
Majalengka,MJK,1994,2.9246
Majalengka,MJK,1995,2.8299
Majalengka,MJK,1996,2.6874
Majalengka,MJK,1997,2.5775
Majalengka,MJK,1998,3.2374
Majalengka,MJK,1999,3.5315
Majalengka,MJK,2000,3.7076
Majalengka,MJK,2001,4.2985
Majalengka,MJK,2002,4.344
Majalengka,MJK,2003,4.5242
Majalengka,MJK,2004,4.7846
Majalengka,MJK,2005,4.5452
Majalengka,MJK,2006,4.8791
Majalengka,MJK,2007,5.0147
Majalengka,MJK,2008,5.4042
Majalengka,MJK,2009,5.7063
Majalengka,MJK,2010,5.8015
Majalengka,MJK,2011,6.1612
Majalengka,MJK,2012,6.2443
Majalengka,MJK,2013,6.583
Majalengka,MJK,2014,6.5652
Cirebon,CRB,1961,0.9738
Cirebon,CRB,1962,0.9848
Cirebon,CRB,1963,0.98
Cirebon,CRB,1964,1.1066
Cirebon,CRB,1965,1.1317
Cirebon,CRB,1966,1.1021
Cirebon,CRB,1967,1.1029
Cirebon,CRB,1968,1.16
Cirebon,CRB,1969,1.1675
Cirebon,CRB,1970,1.1959
Cirebon,CRB,1971,1.2596
Cirebon,CRB,1972,1.2353
Cirebon,CRB,1973,1.1749
Cirebon,CRB,1974,1.1852
Cirebon,CRB,1975,1.2863
Cirebon,CRB,1976,1.1848
Cirebon,CRB,1977,1.3248
Cirebon,CRB,1978,1.4888
Cirebon,CRB,1979,1.5081
Cirebon,CRB,1980,1.7428
Cirebon,CRB,1981,1.7574
Cirebon,CRB,1982,1.7276
Cirebon,CRB,1983,1.7479
Cirebon,CRB,1984,1.7943
Cirebon,CRB,1985,1.8085
Cirebon,CRB,1986,1.794
Cirebon,CRB,1987,1.6844
Cirebon,CRB,1988,1.6453
Cirebon,CRB,1989,1.713
Cirebon,CRB,1990,1.9542
Cirebon,CRB,1991,1.9559
Cirebon,CRB,1992,2.2187
Cirebon,CRB,1993,2.2949
Cirebon,CRB,1994,2.1241
Cirebon,CRB,1995,2.1993
Cirebon,CRB,1996,2.1509
Cirebon,CRB,1997,2.2312
Cirebon,CRB,1998,2.1923
Cirebon,CRB,1999,2.3239
Cirebon,CRB,2000,2.314
Cirebon,CRB,2001,2.4211
Cirebon,CRB,2002,2.5154
Cirebon,CRB,2003,2.5666
Cirebon,CRB,2004,2.6151
Cirebon,CRB,2005,2.6438
Cirebon,CRB,2006,2.75
Cirebon,CRB,2007,3.0077
Cirebon,CRB,2008,3.091
Cirebon,CRB,2009,2.9528
Cirebon,CRB,2010,2.9918
Cirebon,CRB,2011,2.6803
Cirebon,CRB,2012,2.935
Cirebon,CRB,2013,2.9511
Cirebon,CRB,2014,3.0371
Kuningan,KNG,1961,0.5333
Kuningan,KNG,1962,0.4286
Kuningan,KNG,1963,0.4286
Kuningan,KNG,1964,0.7
Kuningan,KNG,1965,0.8
Kuningan,KNG,1966,0.8
Kuningan,KNG,1967,0.8
Kuningan,KNG,1968,1
Kuningan,KNG,1969,0.773
Kuningan,KNG,1970,0.6729
Kuningan,KNG,1971,0.6888
Kuningan,KNG,1972,0.6343
Kuningan,KNG,1973,0.57
Kuningan,KNG,1974,0.3886
Kuningan,KNG,1975,0.4204
Kuningan,KNG,1976,0.42
Kuningan,KNG,1977,0.33
Kuningan,KNG,1978,0.5029
Kuningan,KNG,1979,0.3277
Kuningan,KNG,1980,0.3786
Kuningan,KNG,1981,0.4098
Kuningan,KNG,1982,0.4023
Kuningan,KNG,1983,0.4176
Kuningan,KNG,1984,0.5263
Kuningan,KNG,1985,0.9639
Kuningan,KNG,1986,1.2018
Kuningan,KNG,1987,1.0202
Kuningan,KNG,1988,1.019
Kuningan,KNG,1989,0.941
Kuningan,KNG,1990,0.7324
Kuningan,KNG,1991,0.8149
Kuningan,KNG,1992,0.9038
Kuningan,KNG,1993,0.9038
Kuningan,KNG,1994,0.85
Kuningan,KNG,1995,0.85
Kuningan,KNG,1996,0.85
Kuningan,KNG,1997,0.9178
Kuningan,KNG,1998,0.9733
Kuningan,KNG,1999,1.0556
Kuningan,KNG,2000,1.06
Kuningan,KNG,2001,1.07
Kuningan,KNG,2002,0.9826
Kuningan,KNG,2003,0.952
Kuningan,KNG,2004,0.9615
Kuningan,KNG,2005,0.9034
Kuningan,KNG,2006,0.9082
Kuningan,KNG,2007,0.85
Kuningan,KNG,2008,0.85
Kuningan,KNG,2009,0.85
Kuningan,KNG,2010,1.6148
Kuningan,KNG,2011,1.6804
Kuningan,KNG,2012,1.7505
Kuningan,KNG,2013,1.7319
Kuningan,KNG,2014,1.5822
Garut,GRT,1961,1.0384
Garut,GRT,1962,1.0547
Garut,GRT,1963,1.0592
Garut,GRT,1964,1.0541
Garut,GRT,1965,1.0567
Garut,GRT,1966,1.06
Garut,GRT,1967,1.0772
Garut,GRT,1968,1.0116
Garut,GRT,1969,1.0634
Garut,GRT,1970,1.0346
Garut,GRT,1971,1.0814
Garut,GRT,1972,1.0503
Garut,GRT,1973,0.9518
Garut,GRT,1974,1.1107
Garut,GRT,1975,1.088
Garut,GRT,1976,1.1668
Garut,GRT,1977,1.051
Garut,GRT,1978,0.8892
Garut,GRT,1979,0.9432
Garut,GRT,1980,1.038
Garut,GRT,1981,1.0811
Garut,GRT,1982,1.1046
Garut,GRT,1983,1.0642
Garut,GRT,1984,1.1483
Garut,GRT,1985,1
Garut,GRT,1986,0.9646
Garut,GRT,1987,0.9561
Garut,GRT,1988,0.9871
Garut,GRT,1989,0.9415
Garut,GRT,1990,0.9043
Garut,GRT,1991,0.8921
Garut,GRT,1992,0.8605
Garut,GRT,1993,0.8543
Garut,GRT,1994,0.869
Garut,GRT,1995,0.9148
Garut,GRT,1996,0.9599
Garut,GRT,1997,0.9919
Garut,GRT,1998,0.9945
Garut,GRT,1999,1.1757
Garut,GRT,2000,1.1945
Garut,GRT,2001,1.2446
Garut,GRT,2002,1.3504
Garut,GRT,2003,1.4395
Garut,GRT,2004,1.4777
Garut,GRT,2005,1.3797
Garut,GRT,2006,1.3351
Garut,GRT,2007,1.3174
Garut,GRT,2008,1.3583
Garut,GRT,2009,1.0665
Garut,GRT,2010,1.0515
Garut,GRT,2011,1.236
Garut,GRT,2012,1.4208
Garut,GRT,2013,1.35
Garut,GRT,2014,1.3185
Sumedang,SMD,1961,4.5822
Sumedang,SMD,1962,4.7721
Sumedang,SMD,1963,4.1108
Sumedang,SMD,1964,5.0636
Sumedang,SMD,1965,5.0061
Sumedang,SMD,1966,5.1615
Sumedang,SMD,1967,5.311
Sumedang,SMD,1968,5.3209
Sumedang,SMD,1969,4.7131
Sumedang,SMD,1970,5.2748
Sumedang,SMD,1971,5.1625
Sumedang,SMD,1972,4.7082
Sumedang,SMD,1973,5.2881
Sumedang,SMD,1974,4.4339
Sumedang,SMD,1975,5.7405
Sumedang,SMD,1976,5.3025
Sumedang,SMD,1977,5.7729
Sumedang,SMD,1978,5.2586
Sumedang,SMD,1979,5.5386
Sumedang,SMD,1980,5.6283
Sumedang,SMD,1981,5.8573
Sumedang,SMD,1982,5.8812
Sumedang,SMD,1983,5.5177
Sumedang,SMD,1984,5.8971
Sumedang,SMD,1985,6.2043
Sumedang,SMD,1986,5.9484
Sumedang,SMD,1987,7.0197
Sumedang,SMD,1988,5.471
Sumedang,SMD,1989,6.3512
Sumedang,SMD,1990,6.8602
Sumedang,SMD,1991,6.7098
Sumedang,SMD,1992,5.6927
Sumedang,SMD,1993,6.4241
Sumedang,SMD,1994,7.3748
Sumedang,SMD,1995,7.2528
Sumedang,SMD,1996,6.9141
Sumedang,SMD,1997,6.8702
Sumedang,SMD,1998,8.0054
Sumedang,SMD,1999,7.9747
Sumedang,SMD,2000,6.2844
Sumedang,SMD,2001,6.6187
Sumedang,SMD,2002,7.0128
Sumedang,SMD,2003,7.8193
Sumedang,SMD,2004,8.241
Sumedang,SMD,2005,8.6035
Sumedang,SMD,2006,8.4737
Sumedang,SMD,2007,8.5108
Sumedang,SMD,2008,9.0623
Sumedang,SMD,2009,8.3723
Sumedang,SMD,2010,9.7385
Sumedang,SMD,2011,8.8946
Sumedang,SMD,2012,9.2109
Sumedang,SMD,2013,9.5878
Sumedang,SMD,2014,9.3647
Cianjur,CJR,1961,0.7826
Cianjur,CJR,1962,0.7447
Cianjur,CJR,1963,0.7556
Cianjur,CJR,1964,0.7586
Cianjur,CJR,1965,0.7586
Cianjur,CJR,1966,0.7619
Cianjur,CJR,1967,0.7506
Cianjur,CJR,1968,0.8161
Cianjur,CJR,1969,0.9302
Cianjur,CJR,1970,0.8957
Cianjur,CJR,1971,0.9082
Cianjur,CJR,1972,0.9096
Cianjur,CJR,1973,0.8615
Cianjur,CJR,1974,0.9091
Cianjur,CJR,1975,1.2302
Cianjur,CJR,1976,0.8887
Cianjur,CJR,1977,0.8978
Cianjur,CJR,1978,0.747
Cianjur,CJR,1979,0.7482
Cianjur,CJR,1980,0.8318
Cianjur,CJR,1981,0.9773
Cianjur,CJR,1982,1.0928
Cianjur,CJR,1983,1.0291
Cianjur,CJR,1984,1.8113
Cianjur,CJR,1985,1.6645
Cianjur,CJR,1986,1.9248
Cianjur,CJR,1987,1.9131
Cianjur,CJR,1988,1.9592
Cianjur,CJR,1989,1.864
Cianjur,CJR,1990,1.8543
Cianjur,CJR,1991,1.98
Cianjur,CJR,1992,1.3974
Cianjur,CJR,1993,1.1267
Cianjur,CJR,1994,1.1644
Cianjur,CJR,1995,1.545
Cianjur,CJR,1996,1.875
Cianjur,CJR,1997,2.0267
Cianjur,CJR,1998,1.8911
Cianjur,CJR,1999,2.5907
Cianjur,CJR,2000,2.4615
Cianjur,CJR,2001,2.4404
Cianjur,CJR,2002,2.0679
Cianjur,CJR,2003,1.9908
Cianjur,CJR,2004,1.9166
Cianjur,CJR,2005,2.1334
Cianjur,CJR,2006,2.2224
Cianjur,CJR,2007,2
Cianjur,CJR,2008,2
Cianjur,CJR,2009,1.9787
Cianjur,CJR,2010,1.9741
Cianjur,CJR,2011,2.024
Cianjur,CJR,2012,1.7152
Cianjur,CJR,2013,1.9787
Cianjur,CJR,2014,2.0019
Subang,SBG,1961,1.9789
Subang,SBG,1962,1.5019
Subang,SBG,1963,1.593
Subang,SBG,1964,1.6055
Subang,SBG,1965,1.0183
Subang,SBG,1966,1.5276
Subang,SBG,1967,1.2812
Subang,SBG,1968,1.3616
Subang,SBG,1969,1.1507
Subang,SBG,1970,1.5893
Subang,SBG,1971,1.2919
Subang,SBG,1972,1.4164
Subang,SBG,1973,1.1613
Subang,SBG,1974,1.1667
Subang,SBG,1975,1.1818
Subang,SBG,1976,1.3636
Subang,SBG,1977,1.2903
Subang,SBG,1978,1.2308
Subang,SBG,1979,0.9333
Subang,SBG,1980,1
Subang,SBG,1981,1
Subang,SBG,1982,0.8361
Subang,SBG,1983,0.8776
Subang,SBG,1984,1.1163
Subang,SBG,1985,0.913
Subang,SBG,1986,1.186
Subang,SBG,1987,0.95
Subang,SBG,1988,0.82
Subang,SBG,1989,1.102
Subang,SBG,1990,1.9556
Subang,SBG,1991,1.2
Subang,SBG,1992,1.25
Subang,SBG,1993,1.0583
Subang,SBG,1994,1.2162
Subang,SBG,1995,1.2191
Subang,SBG,1996,1.374
Subang,SBG,1997,1.2427
Subang,SBG,1998,1.2171
Subang,SBG,1999,1.5948
Subang,SBG,2000,2.7345
Subang,SBG,2001,2.7612
Subang,SBG,2002,2.0797
Subang,SBG,2003,3.7472
Subang,SBG,2004,3.3202
Subang,SBG,2005,3.5153
Subang,SBG,2006,3.5798
Subang,SBG,2007,3.6831
Subang,SBG,2008,3.7513
Subang,SBG,2009,4.1757
Subang,SBG,2010,3.6134
Subang,SBG,2011,4.1146
Subang,SBG,2012,4.4138
Subang,SBG,2013,4.3841
Subang,SBG,2014,4.6168
Purwakarta,PWK,1961,0.65
Purwakarta,PWK,1962,0.65
Purwakarta,PWK,1963,0.65
Purwakarta,PWK,1964,0.65
Purwakarta,PWK,1965,0.4857
Purwakarta,PWK,1966,0.4872
Purwakarta,PWK,1967,0.4889
Purwakarta,PWK,1968,0.44
Purwakarta,PWK,1969,0.4375
Purwakarta,PWK,1970,0.308
Purwakarta,PWK,1971,0.3033
Purwakarta,PWK,1972,0.1917
Purwakarta,PWK,1973,0.238
Purwakarta,PWK,1974,0.3143
Purwakarta,PWK,1975,0.4444
Purwakarta,PWK,1976,0.4545
Purwakarta,PWK,1977,0.375
Purwakarta,PWK,1978,0.3333
Purwakarta,PWK,1979,0.4286
Purwakarta,PWK,1980,0.5313
Purwakarta,PWK,1981,0.4286
Purwakarta,PWK,1982,0.44
Purwakarta,PWK,1983,0.3857
Purwakarta,PWK,1984,0.4936
Purwakarta,PWK,1985,0.4009
Purwakarta,PWK,1986,0.5343
Purwakarta,PWK,1987,0.6072
Purwakarta,PWK,1988,0.4819
Purwakarta,PWK,1989,0.2738
Purwakarta,PWK,1990,0.3346
Purwakarta,PWK,1991,0.2529
Purwakarta,PWK,1992,0.3021
Purwakarta,PWK,1993,0.3591
Purwakarta,PWK,1994,0.2503
Purwakarta,PWK,1995,0.2629
Purwakarta,PWK,1996,0.3172
Purwakarta,PWK,1997,0.1469
Purwakarta,PWK,1998,0.1415
Purwakarta,PWK,1999,1.162
Purwakarta,PWK,2000,0.7948
Purwakarta,PWK,2001,0.6373
Purwakarta,PWK,2002,0.1485
Purwakarta,PWK,2003,0.3792
Purwakarta,PWK,2004,0.3852
Purwakarta,PWK,2005,0.2432
Purwakarta,PWK,2006,0.1407
Purwakarta,PWK,2007,0.1101
Purwakarta,PWK,2008,0.3369
Purwakarta,PWK,2009,0.2308
Purwakarta,PWK,2010,0.22
Purwakarta,PWK,2011,0.1778
Purwakarta,PWK,2012,0.1962
Purwakarta,PWK,2013,0.1823
Purwakarta,PWK,2014,0.2018
Indramayu,IDY,1961,0.9596
Indramayu,IDY,1962,1.0322
Indramayu,IDY,1963,0.9081
Indramayu,IDY,1964,1.0158
Indramayu,IDY,1965,1.0084
Indramayu,IDY,1966,0.9986
Indramayu,IDY,1967,1.0368
Indramayu,IDY,1968,1.0714
Indramayu,IDY,1969,1.1161
Indramayu,IDY,1970,1.1607
Indramayu,IDY,1971,1.1863
Indramayu,IDY,1972,1.0676
Indramayu,IDY,1973,1.1507
Indramayu,IDY,1974,0.9875
Indramayu,IDY,1975,1.1428
