Entity,Code,Year,crop(tonnes per hectare)
Garut,GRT,2013,4.8221
Garut,GRT,2014,5.2876
Garut,GRT,2015,5.9476
Garut,GRT,2016,5.8035
Garut,GRT,2017,5.6549
Garut,GRT,2018,5.502000000000001
Garut,GRT,2019,5.3447
Garut,GRT,2020,5.1829
Indramayu,IDY,1961,5.0
Indramayu,IDY,1962,5.0
Indramayu,IDY,1963,5.0
Indramayu,IDY,1964,5.0
Indramayu,IDY,1965,5.0
Indramayu,IDY,1966,5.0
Indramayu,IDY,1967,7.9808
Indramayu,IDY,1968,9.9338
Indramayu,IDY,1969,8.2988
Indramayu,IDY,1970,8.4034
Indramayu,IDY,1971,9.65
Indramayu,IDY,1972,6.0257
Indramayu,IDY,1973,10.0175
Indramayu,IDY,1974,20.0148
Indramayu,IDY,1975,23.0392
Indramayu,IDY,1976,24.0741
Indramayu,IDY,1977,25.8247
Indramayu,IDY,1978,34.0539
Indramayu,IDY,1979,39.2024
Indramayu,IDY,1980,45.8452
Indramayu,IDY,1981,38.7245
Indramayu,IDY,1982,40.2899
Indramayu,IDY,1983,32.2187
Indramayu,IDY,1984,39.367
Indramayu,IDY,1985,42.7752
Indramayu,IDY,1986,33.1707
Indramayu,IDY,1987,24.2887
Indramayu,IDY,1988,25.6079
Indramayu,IDY,1989,41.4578
Indramayu,IDY,1990,32.5208
Indramayu,IDY,1991,47.1616
Indramayu,IDY,1992,41.2956
Indramayu,IDY,1993,49.5218
Indramayu,IDY,1994,58.7637
Indramayu,IDY,1995,75.0807
Indramayu,IDY,1996,70.7993
Indramayu,IDY,1997,84.0033
Indramayu,IDY,1998,69.4679
Indramayu,IDY,1999,76.5034
Indramayu,IDY,2000,93.5872
Indramayu,IDY,2001,108.8297
Indramayu,IDY,2002,103.4633
Indramayu,IDY,2003,75.9875
Indramayu,IDY,2004,104.3478
Indramayu,IDY,2005,88.69200000000002
Indramayu,IDY,2006,68.5303
Indramayu,IDY,2007,70.0297
Indramayu,IDY,2008,72.6368
Indramayu,IDY,2009,57.5868
Indramayu,IDY,2010,40.0431
Indramayu,IDY,2011,43.4256
Indramayu,IDY,2012,47.8032
Indramayu,IDY,2013,37.3928
Indramayu,IDY,2014,33.1665
Indramayu,IDY,2015,63.0816
Indramayu,IDY,2016,62.5087
Indramayu,IDY,2017,61.8642
Indramayu,IDY,2018,61.148
Indramayu,IDY,2019,60.3602
Indramayu,IDY,2020,59.5007
Ciamis,CMS,1961,14.5798
Ciamis,CMS,1962,13.875
Ciamis,CMS,1963,13.8704
Ciamis,CMS,1964,13.8308
Ciamis,CMS,1965,14.3138
Ciamis,CMS,1966,13.8777
Ciamis,CMS,1967,15.6
Ciamis,CMS,1968,14.2755
Ciamis,CMS,1969,13.4057
Ciamis,CMS,1970,14.6341
Ciamis,CMS,1971,14.9169
Ciamis,CMS,1972,13.8313
Ciamis,CMS,1973,17.5875
Ciamis,CMS,1974,16.6914
Ciamis,CMS,1975,15.7306
Ciamis,CMS,1976,16.8237
Ciamis,CMS,1977,15.3101
Ciamis,CMS,1978,17.9166
Ciamis,CMS,1979,19.695
Ciamis,CMS,1980,17.3089
Ciamis,CMS,1981,17.4214
Ciamis,CMS,1982,18.271
Ciamis,CMS,1983,18.3081
Ciamis,CMS,1984,19.25
Ciamis,CMS,1985,18.1579
Ciamis,CMS,1986,19.7403
Ciamis,CMS,1987,19.4226
Ciamis,CMS,1988,18.25
Ciamis,CMS,1989,19.0225
Ciamis,CMS,1990,21.0
Ciamis,CMS,1991,19.7514
Ciamis,CMS,1992,11.2376
Ciamis,CMS,1993,11.7143
Ciamis,CMS,1994,12.5789
Ciamis,CMS,1995,10.7999
Ciamis,CMS,1996,9.1982
Ciamis,CMS,1997,4.2205
Ciamis,CMS,1998,11.3268
Ciamis,CMS,1999,11.8246
Ciamis,CMS,2000,9.6692
Ciamis,CMS,2001,10.1478
Ciamis,CMS,2002,11.5712
Ciamis,CMS,2003,12.7028
Ciamis,CMS,2004,11.9718
Ciamis,CMS,2005,15.6908
Ciamis,CMS,2006,18.9707
Ciamis,CMS,2007,16.4567
Ciamis,CMS,2008,18.4666
Ciamis,CMS,2009,24.3532
Ciamis,CMS,2010,21.8266
Ciamis,CMS,2011,24.5821
Ciamis,CMS,2012,26.5356
Ciamis,CMS,2013,24.1712
Ciamis,CMS,2014,27.0855
Ciamis,CMS,2015,21.1375
Ciamis,CMS,2016,21.5262
Ciamis,CMS,2017,21.9261
Ciamis,CMS,2018,22.3371
Ciamis,CMS,2019,22.7594
Ciamis,CMS,2020,23.1928
Bekasi,BKS,1961,14.5798
Bekasi,BKS,1962,13.875
Bekasi,BKS,1963,13.8704
Bekasi,BKS,1964,13.8308
Bekasi,BKS,1965,14.3138
Bekasi,BKS,1966,13.8777
Bekasi,BKS,1967,15.6
Bekasi,BKS,1968,14.2755
Bekasi,BKS,1969,13.4057
Bekasi,BKS,1970,14.6341
Bekasi,BKS,1971,14.9169
Bekasi,BKS,1972,13.8313
Bekasi,BKS,1973,17.5875
Bekasi,BKS,1974,16.6914
Bekasi,BKS,1975,15.7306
Bekasi,BKS,1976,16.8237
Bekasi,BKS,1977,15.3101
Bekasi,BKS,1978,17.9166
Bekasi,BKS,1979,19.695
Bekasi,BKS,1980,17.3089
Bekasi,BKS,1981,17.4214
Bekasi,BKS,1982,18.271
Bekasi,BKS,1983,18.3081
Bekasi,BKS,1984,19.25
Bekasi,BKS,1985,18.1579
Bekasi,BKS,1986,19.7403
Bekasi,BKS,1987,19.4226
Bekasi,BKS,1988,18.25
Bekasi,BKS,1989,19.0225
Bekasi,BKS,1990,21.0
Bekasi,BKS,1991,19.7514
Bekasi,BKS,1992,14.0
Bekasi,BKS,1993,24.0
Bekasi,BKS,1994,21.0
Bekasi,BKS,1995,16.3
Bekasi,BKS,1996,15.875
Bekasi,BKS,1997,18.2
Bekasi,BKS,1998,19.0571
Bekasi,BKS,1999,27.8
Bekasi,BKS,2000,31.4545
Bekasi,BKS,2001,25.8621
Bekasi,BKS,2002,33.0882
Bekasi,BKS,2003,35.2857
Bekasi,BKS,2004,36.7647
Bekasi,BKS,2005,34.6875
Bekasi,BKS,2006,34.8148
Bekasi,BKS,2007,36.4368
Bekasi,BKS,2008,34.0659
Bekasi,BKS,2009,36.3333
Bekasi,BKS,2010,37.2526
Bekasi,BKS,2011,38.3665
Bekasi,BKS,2012,38.1764
Bekasi,BKS,2013,38.7188
Bekasi,BKS,2014,39.2613
Bekasi,BKS,2015,42.661
Bekasi,BKS,2016,43.903999999999996
Bekasi,BKS,2017,45.1739
Bekasi,BKS,2018,46.4707
Bekasi,BKS,2019,47.7944
Bekasi,BKS,2020,49.1451
Purwakarta,PWK,1961,13.3322
Purwakarta,PWK,1962,14.0589
Purwakarta,PWK,1963,13.7055
Purwakarta,PWK,1964,14.3677
Purwakarta,PWK,1965,14.6247
Purwakarta,PWK,1966,17.5185
Purwakarta,PWK,1967,18.0238
Purwakarta,PWK,1968,17.5335
Purwakarta,PWK,1969,17.2517
Purwakarta,PWK,1970,16.988
Purwakarta,PWK,1971,16.6512
Purwakarta,PWK,1972,19.1178
Purwakarta,PWK,1973,19.0373
Purwakarta,PWK,1974,21.5929
Purwakarta,PWK,1975,22.3655
Purwakarta,PWK,1976,24.706
Purwakarta,PWK,1977,24.9679
Purwakarta,PWK,1978,26.1987
Purwakarta,PWK,1979,26.136
Purwakarta,PWK,1980,30.6435
Purwakarta,PWK,1981,29.9162
Purwakarta,PWK,1982,31.4225
Purwakarta,PWK,1983,32.1551
Purwakarta,PWK,1984,34.8608
Purwakarta,PWK,1985,35.8693
Purwakarta,PWK,1986,35.8451
Purwakarta,PWK,1987,35.6096
Purwakarta,PWK,1988,38.4284
Purwakarta,PWK,1989,33.8348
Purwakarta,PWK,1990,37.1432
Purwakarta,PWK,1991,38.5103
Purwakarta,PWK,1992,41.0141
Purwakarta,PWK,1993,43.706
Purwakarta,PWK,1994,43.4067
Purwakarta,PWK,1995,43.7525
Purwakarta,PWK,1996,37.3319
Purwakarta,PWK,1997,41.7814
Purwakarta,PWK,1998,43.5691
Purwakarta,PWK,1999,50.3558
Purwakarta,PWK,2000,53.2631
Purwakarta,PWK,2001,53.9815
Purwakarta,PWK,2002,58.428000000000004
Purwakarta,PWK,2003,58.4225
Purwakarta,PWK,2004,58.4447
Purwakarta,PWK,2005,57.0494
Purwakarta,PWK,2006,57.0977
Purwakarta,PWK,2007,58.7499
Purwakarta,PWK,2008,63.4958
Purwakarta,PWK,2009,63.7597
Purwakarta,PWK,2010,60.4909
Purwakarta,PWK,2011,61.7947
Purwakarta,PWK,2012,60.6647
Purwakarta,PWK,2013,66.8025
Purwakarta,PWK,2014,66.8517
Purwakarta,PWK,2015,69.5257
Purwakarta,PWK,2016,70.9073
Purwakarta,PWK,2017,72.3003
Purwakarta,PWK,2018,73.7046
Purwakarta,PWK,2019,75.1203
Purwakarta,PWK,2020,76.5472
Subang,SBG,1961,7.1262
Subang,SBG,1962,8.1481
Subang,SBG,1963,8.1481
Subang,SBG,1964,8.3292
Subang,SBG,1965,8.8
Subang,SBG,1966,8.5995
Subang,SBG,1967,9.2
Subang,SBG,1968,9.6154
Subang,SBG,1969,10.3704
Subang,SBG,1970,9.995
Subang,SBG,1971,10.6667
Subang,SBG,1972,11.3333
Subang,SBG,1973,11.6129
Subang,SBG,1974,12.1875
Subang,SBG,1975,12.7273
Subang,SBG,1976,13.2353
Subang,SBG,1977,13.7143
Subang,SBG,1978,14.4444
Subang,SBG,1979,15.5556
Subang,SBG,1980,15.0
Subang,SBG,1981,15.1515
Subang,SBG,1982,15.0
Subang,SBG,1983,14.8148
Subang,SBG,1984,15.2174
Subang,SBG,1985,15.0
Subang,SBG,1986,15.0
Subang,SBG,1987,14.7368
Subang,SBG,1988,14.7059
Subang,SBG,1989,14.6667
Subang,SBG,1990,10.0307
Subang,SBG,1991,16.4286
Subang,SBG,1992,16.4706
Subang,SBG,1993,17.0
Subang,SBG,1994,16.0
Subang,SBG,1995,18.0
Subang,SBG,1996,17.75
Subang,SBG,1997,18.9634
Subang,SBG,1998,19.7754
Subang,SBG,1999,18.1818
Subang,SBG,2000,18.0
Subang,SBG,2001,16.8182
Subang,SBG,2002,46.6538
Subang,SBG,2003,45.4849
Subang,SBG,2004,34.0752
Subang,SBG,2005,48.2228
Subang,SBG,2006,48.2228
Subang,SBG,2007,72.8467
Subang,SBG,2008,67.3853
Subang,SBG,2009,64.4983
Subang,SBG,2010,60.4132
Subang,SBG,2011,69.1029
Subang,SBG,2012,80.4157
Subang,SBG,2013,83.4236
Subang,SBG,2014,64.1437
Subang,SBG,2015,78.8979
Subang,SBG,2016,82.5752
Subang,SBG,2017,86.3441
Subang,SBG,2018,90.2048
Subang,SBG,2019,94.1572
Subang,SBG,2020,98.2012
Cianjur,CJR,1961,14.5798
Cianjur,CJR,1962,13.875
Cianjur,CJR,1963,13.8704
Cianjur,CJR,1964,13.8308
Cianjur,CJR,1965,14.3138
Cianjur,CJR,1966,13.8777
Cianjur,CJR,1967,15.6
Cianjur,CJR,1968,14.2755
Cianjur,CJR,1969,13.4057
Cianjur,CJR,1970,14.6341
Cianjur,CJR,1971,14.9169
Cianjur,CJR,1972,13.8313
Cianjur,CJR,1973,17.5875
Cianjur,CJR,1974,16.6914
Cianjur,CJR,1975,15.7306
Cianjur,CJR,1976,16.8237
Cianjur,CJR,1977,15.3101
Cianjur,CJR,1978,17.9166
Cianjur,CJR,1979,19.695
Cianjur,CJR,1980,17.3089
Cianjur,CJR,1981,17.4214
Cianjur,CJR,1982,18.271
Cianjur,CJR,1983,18.3081
Cianjur,CJR,1984,19.25
Cianjur,CJR,1985,18.1579
Cianjur,CJR,1986,19.7403
Cianjur,CJR,1987,19.4226
Cianjur,CJR,1988,18.25
Cianjur,CJR,1989,19.0225
Cianjur,CJR,1990,21.0
Cianjur,CJR,1991,19.7514
Cianjur,CJR,1992,19.1654
Cianjur,CJR,1993,19.8757
Cianjur,CJR,1994,19.3175
Cianjur,CJR,1995,19.0476
Cianjur,CJR,1996,18.5383
Cianjur,CJR,1997,19.6861
Cianjur,CJR,1998,20.0249
Cianjur,CJR,1999,20.4886
Cianjur,CJR,2000,21.5556
Cianjur,CJR,2001,22.4615
Cianjur,CJR,2002,21.7433
Cianjur,CJR,2003,22.0773
Cianjur,CJR,2004,22.0906
Cianjur,CJR,2005,23.8573
Cianjur,CJR,2006,26.1877
Cianjur,CJR,2007,27.4062
Cianjur,CJR,2008,35.7407
Cianjur,CJR,2009,38.3636
Cianjur,CJR,2010,41.1754
Cianjur,CJR,2011,33.0341
Cianjur,CJR,2012,35.2361
Cianjur,CJR,2013,35.4942
Cianjur,CJR,2014,35.1378
Cianjur,CJR,2015,36.4745
Cianjur,CJR,2016,37.4598
Cianjur,CJR,2017,38.4671
Cianjur,CJR,2018,39.4963
Cianjur,CJR,2019,40.5474
Cianjur,CJR,2020,41.6205
Gunung Kidul,GKD,1961,2.5
Gunung Kidul,GKD,1962,2.5
Gunung Kidul,GKD,1963,2.5
Gunung Kidul,GKD,1964,2.5
Gunung Kidul,GKD,1965,2.5
Gunung Kidul,GKD,1966,2.5
Gunung Kidul,GKD,1967,2.5
Gunung Kidul,GKD,1968,3.0
Gunung Kidul,GKD,1969,3.0
Gunung Kidul,GKD,1970,3.0769
Gunung Kidul,GKD,1971,3.0769
Gunung Kidul,GKD,1972,3.0769
Gunung Kidul,GKD,1973,3.125
Gunung Kidul,GKD,1974,3.125
Gunung Kidul,GKD,1975,3.125
Gunung Kidul,GKD,1976,3.0
Gunung Kidul,GKD,1977,3.0
Gunung Kidul,GKD,1978,3.0435
Gunung Kidul,GKD,1979,3.0435
Gunung Kidul,GKD,1980,3.0435
Gunung Kidul,GKD,1981,3.2
Gunung Kidul,GKD,1982,3.2
Gunung Kidul,GKD,1983,3.0
Gunung Kidul,GKD,1984,3.0
Gunung Kidul,GKD,1985,3.2258
Gunung Kidul,GKD,1986,3.2258
Gunung Kidul,GKD,1987,3.2258
Gunung Kidul,GKD,1988,3.3333
Gunung Kidul,GKD,1989,3.4286
Gunung Kidul,GKD,1990,3.6445
Gunung Kidul,GKD,1991,3.8388
Gunung Kidul,GKD,1992,3.8181
Gunung Kidul,GKD,1993,3.8369
Gunung Kidul,GKD,1994,3.7959
Gunung Kidul,GKD,1995,3.7838
Gunung Kidul,GKD,1996,3.75
Gunung Kidul,GKD,1997,3.6842
Gunung Kidul,GKD,1998,3.75
Gunung Kidul,GKD,1999,3.6667
Gunung Kidul,GKD,2000,3.7143
Gunung Kidul,GKD,2001,3.6873
Gunung Kidul,GKD,2002,3.6748
Gunung Kidul,GKD,2003,3.6511
Gunung Kidul,GKD,2004,3.6216
Gunung Kidul,GKD,2005,3.5861
Gunung Kidul,GKD,2006,3.5448
Gunung Kidul,GKD,2007,3.6842
Gunung Kidul,GKD,2008,3.3841
Gunung Kidul,GKD,2009,3.2541
Gunung Kidul,GKD,2010,3.1209
Gunung Kidul,GKD,2011,2.9876
Gunung Kidul,GKD,2012,2.6829
Gunung Kidul,GKD,2013,2.7419
Gunung Kidul,GKD,2014,2.6688
Gunung Kidul,GKD,2015,2.9981
Gunung Kidul,GKD,2016,2.9444
Gunung Kidul,GKD,2017,2.8882
Gunung Kidul,GKD,2018,2.8296
Gunung Kidul,GKD,2019,2.7685
Gunung Kidul,GKD,2020,2.705
Kuningan,KNG,1975,8.0521
Kuningan,KNG,1976,5.6335
Kuningan,KNG,1977,7.6949
Kuningan,KNG,1978,9.5313
Kuningan,KNG,1979,10.1735
Kuningan,KNG,1980,11.3017
Kuningan,KNG,1981,9.9148
Kuningan,KNG,1982,9.7687
Kuningan,KNG,1983,9.5036
Kuningan,KNG,1984,17.2375
Kuningan,KNG,1985,17.4942
Kuningan,KNG,1986,17.4842
Kuningan,KNG,1987,17.4697
Kuningan,KNG,1988,16.5133
Kuningan,KNG,1989,15.9369
Kuningan,KNG,1990,15.5178
Kuningan,KNG,1991,15.4989
Kuningan,KNG,1992,16.3324
Kuningan,KNG,1993,16.8227
Kuningan,KNG,1994,15.3493
Kuningan,KNG,1995,15.4075
Kuningan,KNG,1996,15.207
Kuningan,KNG,1997,14.8839
Kuningan,KNG,1998,14.9593
Kuningan,KNG,1999,15.0447
Kuningan,KNG,2000,15.1279
Kuningan,KNG,2001,14.7773
Kuningan,KNG,2002,14.4523
Kuningan,KNG,2003,14.2937
Kuningan,KNG,2004,13.4441
Kuningan,KNG,2005,13.5763
Kuningan,KNG,2006,13.564
Kuningan,KNG,2007,13.754000000000001
Kuningan,KNG,2008,13.8886
Kuningan,KNG,2009,13.9045
Kuningan,KNG,2010,14.1263
Kuningan,KNG,2011,13.2767
Kuningan,KNG,2012,14.1542
Kuningan,KNG,2013,11.2015
Kuningan,KNG,2014,11.3139
Kuningan,KNG,2015,10.0143
Kuningan,KNG,2016,9.3266
Kuningan,KNG,2017,8.6023
Kuningan,KNG,2018,7.8413
Kuningan,KNG,2019,7.0437
Kuningan,KNG,2020,6.2094
Bandung,BD,1961,14.5798
Bandung,BD,1962,13.875
Bandung,BD,1963,13.8704
Bandung,BD,1964,13.8308
Bandung,BD,1965,14.3138
Bandung,BD,1966,13.8777
Bandung,BD,1967,15.6
Bandung,BD,1968,14.2755
Bandung,BD,1969,13.4057
Bandung,BD,1970,14.6341
Bandung,BD,1971,14.9169
Bandung,BD,1972,13.8313
Bandung,BD,1973,17.5875
Bandung,BD,1974,16.6914
Bandung,BD,1975,15.7306
Bandung,BD,1976,16.8237
Bandung,BD,1977,15.3101
Bandung,BD,1978,17.9166
Bandung,BD,1979,19.695
Bandung,BD,1980,17.3089
Bandung,BD,1981,17.4214
Bandung,BD,1982,18.271
Bandung,BD,1983,18.3081
Bandung,BD,1984,19.25
Bandung,BD,1985,18.1579
Bandung,BD,1986,19.7403
Bandung,BD,1987,19.4226
Bandung,BD,1988,18.25
Bandung,BD,1989,19.0225
Bandung,BD,1990,21.0
Bandung,BD,1991,19.7514
Bandung,BD,1992,25.8824
Bandung,BD,1993,33.1667
Bandung,BD,1994,32.5
Bandung,BD,1995,30.7576
Bandung,BD,1996,30.0852
Bandung,BD,1997,25.68
Bandung,BD,1998,29.0
Bandung,BD,1999,26.1847
Bandung,BD,2000,25.7099
Bandung,BD,2001,29.579
Bandung,BD,2002,30.2613
Bandung,BD,2003,31.1737
Bandung,BD,2004,36.0022
Bandung,BD,2005,37.3467
Bandung,BD,2006,44.3144
Bandung,BD,2007,43.6072
Bandung,BD,2008,46.9529
Bandung,BD,2009,44.708999999999996
Bandung,BD,2010,38.6552
Bandung,BD,2011,40.2911
Bandung,BD,2012,42.3601
Bandung,BD,2013,43.9657
Bandung,BD,2014,45.8822
Bandung,BD,2015,48.6052
Bandung,BD,2016,49.9772
Bandung,BD,2017,51.3761
Bandung,BD,2018,52.8018
Bandung,BD,2019,54.2543
Bandung,BD,2020,55.7336
Sleman,SLM,1961,2.5
Sleman,SLM,1962,2.5
Sleman,SLM,1963,3.3333
Sleman,SLM,1964,3.0
Sleman,SLM,1965,3.3333
Sleman,SLM,1966,3.75
Sleman,SLM,1967,3.5714
Sleman,SLM,1968,3.5
Sleman,SLM,1969,3.3333
Sleman,SLM,1970,3.4375
Sleman,SLM,1971,3.6111
Sleman,SLM,1972,3.8421
Sleman,SLM,1973,3.28
Sleman,SLM,1974,2.6316
Sleman,SLM,1975,3.4286
Sleman,SLM,1976,3.25
Sleman,SLM,1977,2.6
Sleman,SLM,1978,4.0
Sleman,SLM,1979,3.8857
Sleman,SLM,1980,3.0
Sleman,SLM,1981,8.95
Sleman,SLM,1982,7.4348
Sleman,SLM,1983,8.9063
Sleman,SLM,1984,6.75
Sleman,SLM,1985,8.3333
Sleman,SLM,1986,8.3333
Sleman,SLM,1987,8.75
Sleman,SLM,1988,8.4
Sleman,SLM,1989,8.1818
Sleman,SLM,1990,8.2609
Sleman,SLM,1991,8.3333
Sleman,SLM,1992,8.4615
Sleman,SLM,1993,8.406
Sleman,SLM,1994,8.4185
Sleman,SLM,1995,8.3333
Sleman,SLM,1996,8.4615
Sleman,SLM,1997,8.5185
Sleman,SLM,1998,8.5714
Sleman,SLM,1999,8.9655
Sleman,SLM,2000,9.0
Sleman,SLM,2001,9.0625
Sleman,SLM,2002,8.8571
Sleman,SLM,2003,8.6842
Sleman,SLM,2004,8.75
Sleman,SLM,2005,8.915
Sleman,SLM,2006,8.9468
Sleman,SLM,2007,8.7778
Sleman,SLM,2008,9.0794
Sleman,SLM,2009,9.2104
Sleman,SLM,2010,9.3409
Sleman,SLM,2011,9.4749
Sleman,SLM,2012,10.0
Sleman,SLM,2013,9.7186
Sleman,SLM,2014,9.6125
Sleman,SLM,2015,9.7428
Sleman,SLM,2016,9.7682
Sleman,SLM,2017,9.7889
Sleman,SLM,2018,9.8052
Sleman,SLM,2019,9.8168
Sleman,SLM,2020,9.8239
Bogor,BGR,1961,14.5798
Bogor,BGR,1962,13.875
Bogor,BGR,1963,13.8704
Bogor,BGR,1964,13.8308
Bogor,BGR,1965,14.3138
Bogor,BGR,1966,13.8777
Bogor,BGR,1967,15.6
Bogor,BGR,1968,14.2755
Bogor,BGR,1969,13.4057
Bogor,BGR,1970,14.6341
Bogor,BGR,1971,14.9169
Bogor,BGR,1972,13.8313
Bogor,BGR,1973,17.5875
Bogor,BGR,1974,16.6914
Bogor,BGR,1975,15.7306
Bogor,BGR,1976,16.8237
Bogor,BGR,1977,15.3101
Bogor,BGR,1978,17.9166
Bogor,BGR,1979,19.695
Bogor,BGR,1980,17.3089
Bogor,BGR,1981,17.4214
Bogor,BGR,1982,18.271
Bogor,BGR,1983,18.3081
Bogor,BGR,1984,19.25
Bogor,BGR,1985,18.1579
Bogor,BGR,1986,19.7403
Bogor,BGR,1987,19.4226
Bogor,BGR,1988,18.25
Bogor,BGR,1989,19.0225
Bogor,BGR,1990,21.0
Bogor,BGR,1991,19.7514
Bogor,BGR,2015,28.1083
Bogor,BGR,2016,28.4759
Bogor,BGR,2017,28.846999999999998
Bogor,BGR,2018,29.2216
Bogor,BGR,2019,29.5997
Bogor,BGR,2020,29.9814
Bantul,BTL,1961,16.457
Bantul,BTL,1962,17.5
Bantul,BTL,1963,17.5
Bantul,BTL,1964,13.6449
Bantul,BTL,1965,12.2853
Bantul,BTL,1966,11.1779
Bantul,BTL,1967,9.0958
Bantul,BTL,1968,10.0478
Bantul,BTL,1969,11.1907
Bantul,BTL,1970,9.4496
Bantul,BTL,1971,8.0939
Bantul,BTL,1972,9.2235
Bantul,BTL,1973,9.2235
Bantul,BTL,1974,9.5584
Bantul,BTL,1975,11.3043
Bantul,BTL,1976,8.8617
Bantul,BTL,1977,8.1554
Bantul,BTL,1978,8.0975
Bantul,BTL,1979,8.5632
Bantul,BTL,1980,14.6004
Bantul,BTL,1981,10.5287
Bantul,BTL,1982,8.9047
Bantul,BTL,1983,8.4591
Bantul,BTL,1984,10.0189
Bantul,BTL,1985,10.2515
Bantul,BTL,1986,13.5667
Bantul,BTL,1987,13.0293
Bantul,BTL,1988,12.6639
Bantul,BTL,1989,13.5397
Bantul,BTL,1990,12.5631
Bantul,BTL,1991,14.4635
Bantul,BTL,1992,15.5228
Bantul,BTL,1993,17.1158
Bantul,BTL,1994,16.733
Bantul,BTL,1995,18.3902
Bantul,BTL,1996,17.1109
Bantul,BTL,1997,15.8903
Bantul,BTL,1998,16.2936
Bantul,BTL,1999,17.294
Bantul,BTL,2000,18.6026
Bantul,BTL,2001,20.8519
Bantul,BTL,2002,19.1706
Bantul,BTL,2003,19.3986
Bantul,BTL,2004,23.3696
Bantul,BTL,2005,24.1641
Bantul,BTL,2006,25.6784
